product_name,description,product_category_tree,retail_price,discounted_price,brand,clean_product_name,clean_description,main_category,category_encoded
Indian Fashion Brass Bangle Set,"Key Features of Indian Fashion Brass Bangle Set Durable Fashion Jewellery,Specifications of Indian Fashion Brass Bangle Set Pearl Features Pearl Type NA General Brand Indian Fashion Collection Designer Model Number IFashion-004 Precious/Artificial Jewellery Fashion Jewellery Type Bangle Set Model Name Indian Fashion Bangle Set Bangle Size 2-5 Ideal For Women Occasion Wedding & Engagement, Everyday, Religious, Workwear Color Gold Silver Features Silver Weight NA g Diamond Features Diamond Weight NA ct Diamond Shape NA Diamond Color Grade NA Diamond Clarity NA Gold Features Gold Purity NA K Dimensions Diameter 2-5 inch Body & Design Features Base Material Brass Gemstone NA Plating NA In the Box Sales Package 1 Bangle Pack of 1 Additional Features Certification NA","[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles >> Indian Fashion Brass Bangle Set""]",445.0,225.0,Indian Fashion,indian fashion brass bangle set,key feature indian fashion brass bangle set durable fashion jewelleryspecifications indian fashion brass bangle set pearl feature pearl type na general brand indian fashion collection designer model number ifashion004 preciousartificial jewellery fashion jewellery type bangle set model name indian fashion bangle set bangle size 25 ideal woman occasion wedding engagement everyday religious workwear color gold silver feature silver weight na g diamond feature diamond weight na ct diamond shape na diamond color grade na diamond clarity na gold feature gold purity na k dimension diameter 25 inch body design feature base material brass gemstone na plating na box sale package 1 bangle pack 1 additional feature certification na,Jewellery,99
Chandra Creations Brass Bangle Set,Specifications of Chandra Creations Brass Bangle Set (Pack of 2) Pearl Features Pearl Type NA General Brand Chandra Creations Model Number 7311 Precious/Artificial Jewellery Fashion Jewellery Type Bangle Set Model Name NA Bangle Size 2-6 Ideal For Girls Color Silver Silver Features Silver Weight 0 g Diamond Features Diamond Weight 0 ct Diamond Shape NA Diamond Color Grade NA Diamond Clarity NA Gold Features Gold Purity NA K Dimensions Diameter 2.6 inch Body & Design Features Base Material Brass Gemstone NA Plating NA In the Box Pack of 2 Additional Features Certification NA,"[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles >> Chandra Creations Brass Bangle Set (Pack of 2)""]",425.0,245.0,Chandra Creations,chandra creation brass bangle set,specification chandra creation brass bangle set pack 2 pearl feature pearl type na general brand chandra creation model number 7311 preciousartificial jewellery fashion jewellery type bangle set model name na bangle size 26 ideal girl color silver silver feature silver weight 0 g diamond feature diamond weight 0 ct diamond shape na diamond color grade na diamond clarity na gold feature gold purity na k dimension diameter 26 inch body design feature base material brass gemstone na plating na box pack 2 additional feature certification na,Jewellery,99
Snuggles Full Sleeve Printed Baby Boy's Jacket,"Key Features of Snuggles Full Sleeve Printed Baby Boy's Jacket Suitable For: Fusion Wear Jacket Type: Quilted Jacket,Snuggles Full Sleeve Printed Baby Boy's Jacket Price: Rs. 849 Keep your little one warm and cosy during winters with this Hooded Full Sleeve Jacket Pack from Snuggles. Made from soft and squishy material, this hooded jacket for boys ensures to be gentle on his skin. It can be worn over a regular t-shirt or just by itself to keep warm at all times. Features: • Material: Cotton (interlock Fabric) • Wash: Ultra soft finish • Pattern: 1-Piece (Solid); 1-Piece (Printed) • Fit: Regular • Sleeve style: Full sleeves • Neck style: Closed neck • Closure: Front-open, zipper • Kangaroo pocket at front • Pack of 2 Washing Instructions: • Machine wash cold • Line Dry • Do not iron on print • Do not bleach,Specifications of Snuggles Full Sleeve Printed Baby Boy's Jacket Jacket Details Hooded Yes Sleeve Full Sleeve Reversible No Fabric Cotton General Details Pattern Printed Ideal For Baby Boy's Additional Details Style Code BPO002 In the Box 2 Jackets","[""Baby Care >> Infant Wear >> Baby Boys' Clothes >> Winter & Seasonal Wear >> Jackets >> Snuggles Jackets >> Snuggles Full Sleeve Printed Baby Boy's Jacket""]",999.0,849.0,Snuggles,snuggle full sleeve printed baby boy jacket,key feature snuggle full sleeve printed baby boy jacket suitable fusion wear jacket type quilted jacketsnuggles full sleeve printed baby boy jacket price r 849 keep little one warm cosy winter hooded full sleeve jacket pack snuggle made soft squishy material hooded jacket boy ensures gentle skin worn regular tshirt keep warm time feature material cotton interlock fabric wash ultra soft finish pattern 1piece solid 1piece printed fit regular sleeve style full sleeve neck style closed neck closure frontopen zipper kangaroo pocket front pack 2 washing instruction machine wash cold line dry iron print bleachspecifications snuggle full sleeve printed baby boy jacket jacket detail hooded yes sleeve full sleeve reversible fabric cotton general detail pattern printed ideal baby boy additional detail style code bpo002 box 2 jacket,Baby Care,26
carrol Women's Shrug,"Key Features of carrol Women's Shrug Cotton Blend,carrol Women's Shrug Price: Rs. 499 This shrug is made of premium quality lace and designed differently to look stylish and also designed end lace used in this.,Specifications of carrol Women's Shrug General Details Pattern Solid Occasion Casual Ideal For Women's Shrug Details Sleeve Full Sleeve Fabric Cotton Pattern Solid In the Box 2 Shrug Fabric Care Wash with Similar Colors","[""Clothing >> Women's Clothing >> Western Wear >> Shrugs & Jackets >> Shrugs >> carrol Shrugs >> carrol Women's Shrug""]",899.0,499.0,carrol,carrol womens shrug,key feature carrol womens shrug cotton blendcarrol womens shrug price r 499 shrug made premium quality lace designed differently look stylish also designed end lace used thisspecifications carrol womens shrug general detail pattern solid occasion casual ideal womens shrug detail sleeve full sleeve fabric cotton pattern solid box 2 shrug fabric care wash similar color,Clothing,43
Optokart Two Tone Color Made In U S A By Visions India Yearly Contact Lens,"Key Features of Optokart Two Tone Color Made In U S A By Visions India Yearly Contact Lens Made In U. S. A. Yearly Contact Lens Grey Color Attractive Colors,Optokart Two Tone Color Made In U S A By Visions India Yearly Contact Lens (-3.25, Grey, Pack of 2) Price: Rs. 999 Very Attractive Colors Made In U. S. A.,Specifications of Optokart Two Tone Color Made In U S A By Visions India Yearly Contact Lens (-3.25, Grey, Pack of 2) General Corrective Power -3.25 dioptres Lens Type Aspheric Lens Brand Color Grey Brand Optokart Cylindrical Power 0 dioptres Water Content 43 % Spherical Power -3.25 dioptres Tint Shade Grey Material Polyhema Model Name Two Tone Color Made In U S A By Visions India Base Curve 8.6 mm Axis Power 0 degree Tint Type Opaque Tint disposability Yearly Color Grey In the Box Sales Package 2 Contact Lens Pack of 2","[""Beauty and Personal Care >> Eye Care >> Contact Lenses >> Optokart Contact Lenses >> Optokart Two Tone Color Made In U S A By Visions...""]",2300.0,999.0,Optokart,optokart two tone color made u vision india yearly contact lens,key feature optokart two tone color made u vision india yearly contact lens made u yearly contact lens grey color attractive colorsoptokart two tone color made u vision india yearly contact lens 325 grey pack 2 price r 999 attractive color made u aspecifications optokart two tone color made u vision india yearly contact lens 325 grey pack 2 general corrective power 325 dioptre lens type aspheric lens brand color grey brand optokart cylindrical power 0 dioptre water content 43 spherical power 325 dioptre tint shade grey material polyhema model name two tone color made u vision india base curve 86 mm axis power 0 degree tint type opaque tint disposability yearly color grey box sale package 2 contact lens pack 2,Beauty and Personal Care,29
carrol Women's Shrug,"carrol Women's Shrug - Buy Red, Dark Pink, Dark Blue carrol Women's Shrug For Only Rs. 1299 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com","[""Clothing >> Women's Clothing >> Western Wear >> Shrugs & Jackets >> Shrugs >> carrol Shrugs >> carrol Women's Shrug""]",1299.0,699.0,carrol,carrol womens shrug,carrol womens shrug buy red dark pink dark blue carrol womens shrug r 1299 online india shop online apparel huge collection branded clothes flipkartcom,Clothing,43
"Sugandh Vatika 24 Natural Masala, Sandal Incense Sticks","Key Features of Sugandh Vatika 24 Natural Masala, Sandal Incense Sticks Set of: 1 Burning Time: 65 Is Fragile: Yes,Sugandh Vatika 24 Natural Masala, Sandal Incense Sticks (180 Sticks per Box) Price: Rs. 525 The fragrance of these incense sticks makes the pooja more delightful.With their spiritiual aroma, these incense sticks present a divine ambiance in any place.,Specifications of Sugandh Vatika 24 Natural Masala, Sandal Incense Sticks (180 Sticks per Box) General Brand Sugandh Vatika Model Number Real Flora Natural Incense Sticks Fragrance 24 Natural Masala, Sandal Number of Sticks per Box 180 Burning Time 65 min Dimensions Weight 275 g Length 9 g In the Box Sales Package 150 Incense sticks + 15 Incense stick extra Set of 1","[""Sugandh Vatika 24 Natural Masala, Sandal Incense...""]",550.0,525.0,Sugandh Vatika,sugandh vatika 24 natural masala sandal incense stick,key feature sugandh vatika 24 natural masala sandal incense stick set 1 burning time 65 fragile yessugandh vatika 24 natural masala sandal incense stick 180 stick per box price r 525 fragrance incense stick make pooja delightfulwith spiritiual aroma incense stick present divine ambiance placespecifications sugandh vatika 24 natural masala sandal incense stick 180 stick per box general brand sugandh vatika model number real flora natural incense stick fragrance 24 natural masala sandal number stick per box 180 burning time 65 min dimension weight 275 g length 9 g box sale package 150 incense stick 15 incense stick extra set 1,"Sugandh Vatika 24 Natural Masala, Sandal Incense...",210
DANR Women Flats,Specifications of DANR Women Flats General Occasion Casual Ideal For Women Sandal Details Type Flats Heel Height 1 inch Outer Material PU Color Purple,"[""Footwear >> Women's Footwear >> Flats >> DANR Women Flats""]",999.0,499.0,DANR,danr woman flat,specification danr woman flat general occasion casual ideal woman sandal detail type flat heel height 1 inch outer material pu color purple,Footwear,74
Ceela Rubber Chevron  Grip,"Ceela Rubber Chevron  Grip (White, Blue, Pack of 2) Price: Rs. 600 Flexible and stretchable Rubber. Fit to any size bat. Easy to use. Long lasting product.Make Comfortable Grip on Handle.,Specifications of Ceela Rubber Chevron  Grip (White, Blue, Pack of 2) In the Box Number of Contents in Sales Package Pack of 2 General Type Overgrip Design Chevron","[""Sports & Fitness >> Team Sports >> Cricket >> Cricket Grips >> Ceela Cricket Grips >> Ceela Rubber Chevron  Grip (White, Blue, Pack of 2)""]",600.0,600.0,Ceela,ceela rubber chevron grip,ceela rubber chevron grip white blue pack 2 price r 600 flexible stretchable rubber fit size bat easy use long lasting productmake comfortable grip handlespecifications ceela rubber chevron grip white blue pack 2 box number content sale package pack 2 general type overgrip design chevron,Sports & Fitness,205
SIHRA Fashion Microphone,"Specifications of SIHRA Fashion Microphone (Pink) Product Dimensions Product Weight 350 g Product Depth 2 cm Product Width 7 cm Product Height 7 cm Important Note The color of some product parts may vary from what is shown in the image General Country of Manufacture China Age Group 0 - 5 Years Ideal for Boys, Girls Type Musical Stuff Toys Material Plastic Character others Power Features Other Power Features karoke In the Box 1 microphone","[""Toys & School Supplies >> Musical Instruments & Toys >> SIHRA Musical Instruments & Toys >> SIHRA Fashion Microphone (Pink)""]",425.0,235.0,SIHRA,sihra fashion microphone,specification sihra fashion microphone pink product dimension product weight 350 g product depth 2 cm product width 7 cm product height 7 cm important note color product part may vary shown image general country manufacture china age group 0 5 year ideal boy girl type musical stuff toy material plastic character others power feature power feature karoke box 1 microphone,Toys & School Supplies,225
